"","state","year","grade","perind","perasn","perhsp","perblk","perwht","perfrl","pernonfrl","perell","perspeced","ind","asn","hsp","blk","wht","frl","nonfrl","totenrl","nsch","ncharters","gslo","gshi","speced","ell","elmtch","tottch","aides","corsup","elmgui","stutch_wht","stutch_blk","stutch_hsp","stutch_all","diffstutch_blkwht","diffstutch_hspwht","ratstutch_whtblk","ratstutch_whthsp","flunch_wht","flunch_blk","flunch_hsp","flunch_all","diffexplch_blkwht","diffexplch_hspwht","percharter_all","percharter_wht","percharter_blk","percharter_hsp","hswhtblk","hswhthsp","hsflnfl","ppexp_tot","ppexp_inst","pprev_tot","totppe_fleslope","instppe_fleslope","baplus_wht","poverty517_wht","snap_wht","singmom_wht","samehouse_wht","unemp_wht","baplus_hsp","poverty517_hsp","snap_hsp","singmom_hsp","samehouse_hsp","unemp_hsp","baplus_blk","poverty517_blk","snap_blk","singmom_blk","samehouse_blk","unemp_blk","baplus_all","poverty517_all","singmom_all","snap_all","samehouse_all","unemp_all","pctenglish","pctforeign","pctmexico","pctpuerto","pctcuba","pctcentral","pctsouth","inc50all","incrat9010all","incrat9050all","incrat5010all","inc50blk","incrat9010blk","incrat9050blk","incrat5010blk","inc50hsp","incrat9010hsp","incrat9050hsp","incrat5010hsp","inc50wht","incrat9010wht","incrat9050wht","incrat5010wht","giniall","giniwht","giniblk","ginihsp","paredVblkwht","paredVhspwht","incVblkwht","incVhspwht","baplus_mal","baplus_fem","pov_mal","pov_fem","occbus_mal","occbus_fem","occsci_mal","occsci_fem","occeduc_mal","occeduc_fem","occhealth_mal","occhealth_fem","occserv_mal","occserv_fem","occsales_mal","occsales_fem","occtrade_mal","occtrade_fem","inlf_mal","inlf_fem","unemp_mal","unemp_fem","incVmalfem","educVmalfem","teenbirth_all","sesall","seswht","sesblk","seshsp","sesallimp1","sesallimp2","seswhtimp1","seswhtimp2","sesblkimp1","sesblkimp2","seshspimp1","seshspimp2","gstdmn_ela","gstdmnva_ela","gstdmn_math","gstdmnva_math"
"1064","TX",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.738326848,11.8229572,173.9873541,45.12645914,112.7412451,151.7551412,198.5240414,351.5233463,7.76848249,0.558365759,0.031128405,12.77626459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14334.68466,6156.206951,13503.37347,-1573.1987,286.14874,0.218672861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.185602273,NA,NA,NA,NA,0.03560513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177749185,0.178008799,0.138727089,0.172856024,0.147067145,0.108738901,0.039430793,0.01397269,0.050735784,0.155108949,0.016552202,0.076035258,0.120181996,0.238120933,0.136708955,0.339320661,0.27283482,0.014439691,0.816008375,0.666522254,0.047455397,0.053023042,NA,NA,NA,NA,NA,NA,NA,0,0,0.002918288,0.003891051,0.009727626,0.034046693,0.001945525,0.015564202,NA,NA,NA,NA
"1065","UT",2011,6,0.024871444,0.011166065,0.119863786,0.009337261,0.818457124,0.361871006,0.638128994,0.057304309,0.12987406,14.29268293,19.3902439,165.0731707,17.19512195,849.5365854,346.6210267,745.2082431,1091.829268,22.87804878,1.902439024,0.024390244,13,1601.414634,1019.634146,254.9558495,582.206342,186.5719506,39.73926854,3.359268319,21.58873912,NA,21.26488888,21.89643032,NA,-0.323850236,NA,1.014973465,0.332022666,NA,0.384369215,0.348464403,NA,0.052346549,0.036533088,0.041012177,NA,0.023659428,NA,NA,0.048091998,10011.42694,4653.671132,10065.63525,5099.9033,1678.0806,0.263992999,NA,NA,NA,NA,0.038296693,0.094850286,NA,NA,NA,NA,0.054305413,NA,NA,NA,NA,NA,NA,0.252604898,NA,NA,NA,NA,0.032605415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.265101267,0.223427312,0.107552538,0.128141781,0.156896091,0.109372981,0.063661362,0.01953495,0.064817187,0.150178087,0.022426135,0.059743854,0.12540088,0.221359781,0.14714937,0.367827483,0.241440717,0.013133058,0.864417929,0.680098276,0.04550671,0.04009826,0.684699235,0.066187231,0.024460293,NA,NA,NA,NA,0,0,0,0,0.024390244,0.073170732,0,0,NA,NA,NA,NA
"1066","VA",2011,6,0.004865407,0.016507076,0.062368908,0.237972191,0.647555033,0.396376713,0.603623288,0.033619989,0.132650581,2.704545455,39.79545455,75,169.5227273,384.7878788,218.3699036,484.3194898,702.6893939,13.9469697,0.03030303,0.136363636,12.96969697,1227.136364,666.9090909,212.1826514,536.3288662,146.5548483,101.4259092,9.759242418,17.35956598,NA,NA,17.28316151,NA,NA,NA,NA,0.377829396,NA,NA,0.390445361,NA,NA,0.000340214,0.000703269,NA,NA,NA,NA,0.017577174,11609.43864,6252.294988,11700.82952,-3133.0801,-1638.2603,0.255582165,NA,NA,NA,NA,0.041251686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.238220911,NA,NA,NA,NA,0.037478532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22641677,0.226171915,0.118852126,0.147515982,0.133311185,0.116028483,0.065838004,0.024264206,0.062814658,0.137280743,0.018351924,0.082365375,0.132666746,0.214886736,0.147581703,0.342128391,0.234428063,0.010931867,0.791310048,0.709463331,0.054415101,0.049934424,0.41474613,-0.071293679,0.023868627,NA,NA,NA,NA,0,0,0,0,0.007575758,0,0.015151515,0.121212121,NA,NA,NA,NA
"1067","VT",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115,0.455,0.415,0.68,29.685,9.938506962,22.13149298,32.07,1.315,0,0.6,11.525,NA,0,13.18394997,29.47910004,15.07715001,0.2493,0.752750004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16827.17485,8052.737425,16643.61569,3014.5142,718.66339,0.30800772,NA,NA,NA,NA,0.048376077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.319175314,NA,NA,NA,NA,0.039566495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29101035,0.327759108,0.095667132,0.112813464,0.156049492,0.133321305,0.059061262,0.024234547,0.082068321,0.180789973,0.020386602,0.090288553,0.127205415,0.201976402,0.138458661,0.296579927,0.252129522,0.014112376,0.861533462,0.789225161,0.055664415,0.043087016,0.36593015,-0.169265738,0.017894684,NA,NA,NA,NA,0,0,0,0,0.02,0.065,0.015,0.125,NA,NA,NA,NA
"1068","WA",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.740484429,18.60899654,49.40484429,13.33564014,170.0138408,93.82861935,177.5035605,271.3321799,7.512110727,0,0.124567474,12.34256055,NA,NA,85.684637,186.5062289,36.02782011,1.235674736,2.540069209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13636.4169,6831.749361,13744.11571,-845.76733,1074.9158,0.232116019,NA,NA,NA,NA,0.053010934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224496522,NA,NA,NA,NA,0.048102893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.224616458,0.213096813,0.125778769,0.152382247,0.155315263,0.125230754,0.059740107,0.019736643,0.062919189,0.140523844,0.021260395,0.069394146,0.121465002,0.227198076,0.130808967,0.324456628,0.259182604,0.031952707,0.798310322,0.672354738,NA,0.063232169,NA,-0.0294771,NA,NA,NA,NA,NA,0,0,0,0,0.01384083,0.062283737,0.017301038,0.055363322,NA,NA,NA,NA
"1069","WI",2011,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.937349398,5.012048193,13.66746988,14.74216867,109.3277108,49.69580549,97.26564045,146.9614458,4.985542169,0.457831325,0.021686747,12.55662651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13134.93031,6917.735877,13559.56996,4221.3525,2151.9001,0.21895027,NA,NA,NA,NA,0.04911904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.232193248,NA,NA,NA,NA,0.042044127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20928183,0.222178153,0.085876846,0.104688514,0.157317686,0.120614929,0.05102667,0.020944566,0.047388386,0.117735086,0.017099422,0.083362117,0.104938156,0.212196168,0.137458285,0.326409548,0.215262689,0.015259736,0.868971535,0.787323658,0.058493489,0.045220571,NA,-0.080369391,NA,NA,NA,NA,NA,0,0,0,0,0.009638554,0.146987952,0.007228916,0.18313253,NA,NA,NA,NA
"1070","WV",2011,6,0.001159507,0.004139299,0.007556119,0.031929044,0.950453372,0.459257511,0.54074249,0.003567009,0.164149439,0.381818182,2.709090909,4.181818182,20.54545455,344.1454545,163.3252974,210.7656129,374.0909091,13.38181818,0,0,13,809.6727273,32.47272727,145.3610914,366.5538176,65.54727273,6.719818181,4.476363638,14.33028138,14.39529756,NA,14.33259453,0.065016278,NA,0.995282292,NA,0.454058747,0.46417726,NA,0.455656498,0.010118514,NA,0,0,0,NA,NA,NA,0.011627326,12484.48736,6991.104573,11417.79804,3177.9517,999.8197,0.138244625,0.231693641,0.236688767,0.216863986,0.896903245,0.048833784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.151656152,0.216525211,0.223918941,0.241198255,0.892871173,0.038427083,NA,NA,NA,NA,NA,NA,NA,45622.65105,10.27859248,2.296233198,4.480551764,NA,NA,NA,NA,NA,NA,NA,NA,46259.5918,9.988343815,2.271430591,4.400927738,0.393069067,0.389212395,NA,NA,NA,NA,NA,NA,0.130832098,0.145083071,0.166836591,0.201245867,0.091709829,0.083906651,0.036577679,0.011640891,0.057556786,0.135449527,0.020714298,0.100198029,0.125213534,0.262572898,0.133862495,0.339301898,0.283825801,0.008782999,0.713775342,0.601932573,0.066892821,0.050964649,0.528736138,-0.117592556,0.037308083,-0.403008134,-0.515346152,NA,NA,0,0,0,0,0.054545455,0.054545455,0.036363636,0.181818182,5.257315845,0.066706317,5.217986978,0.053009388
"1071","WY",2011,6,0.086054017,0.006279491,0.091007834,0.005151084,0.800135374,0.305778666,0.694221334,0.033236479,0.179217409,4.791666667,1.166666667,16.8125,1.6875,114.3333333,40.24987563,100.3542911,140.6041667,7.166666667,0.0625,0.770833333,13,317.3125,54.20833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.288262246,NA,0.301025056,0.290699747,NA,0.012762809,0.005177922,0.006182554,NA,0.004090015,NA,NA,0.008506099,24222.52656,10495.61949,24760.2231,14509.244,8356.4307,0.230592388,NA,NA,NA,NA,0.031505244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218965405,NA,NA,NA,NA,0.030750199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208427735,0.21592078,0.08145258,0.113901998,0.175201853,0.122669831,0.04553395,0.021006024,0.064441698,0.162270865,0.012164759,0.061635149,0.111727999,0.246572351,0.090564937,0.308425807,0.310608127,0.026575849,0.868103333,0.739682301,0.03568432,0.045401711,0.642602776,-0.103191602,NA,NA,NA,NA,NA,0,0,0,0,0,0.041666667,0.0625,0.104166667,NA,NA,NA,NA
"1072","AK",2012,6,NA,NA,NA,NA,NA,NA,NA,0.121780249,0.141584354,43.49056604,11.8490566,12.54716981,7.132075472,93.09433962,66.38591952,120.425401,186.8113208,9.547169811,0.509433962,0.018867925,13,340.4528302,274.3018868,70.75603797,152.1767918,46.27169884,NA,1.411886755,NA,NA,NA,29.09613152,NA,NA,NA,NA,NA,NA,NA,0.424914758,NA,NA,0.009662651,NA,NA,NA,NA,NA,NA,29672.18402,13314.74544,28448.99704,38401.422,11527.317,0.374864743,NA,NA,NA,NA,0.03970436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195863719,NA,NA,NA,NA,0.088481059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168341452,0.217155173,0.138332258,0.140636205,0.138558979,0.150072888,0.054448993,0.025782031,0.066624236,0.190641687,0.014094606,0.040736566,0.143848319,0.200942161,0.105955178,0.315877926,0.269761272,0.013218948,0.817552257,0.757492561,0.142101008,0.090127692,0.350734727,-0.142746389,NA,NA,NA,NA,NA,0,0,0,0,0.037735849,0.056603774,0,0.056603774,NA,NA,NA,NA
"1073","AL",2012,6,0.006917569,0.00901057,0.042818149,0.357364148,0.577390697,0.564194446,0.435805553,0.021032899,0.103351655,3.772727273,5.856060606,19.4469697,149.1893939,253.2272727,228.1843682,206.148965,434.5530303,10.21969697,0,0.401515152,13,598.1136364,135.5681818,163.8371214,361.5353788,46.5642423,7.239545474,7.07371212,15.95900802,15.95359248,NA,15.94185011,-0.005415583,NA,1.003069502,NA,0.525472958,0.567150088,NA,0.549117324,0.041677129,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,-283.90408,-873.57135,0.214127014,0.151785861,0.16020988,0.225079479,0.845188402,0.050816132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19729305,0.244392035,0.339997723,0.245799769,0.847044404,0.050070839,NA,NA,NA,NA,NA,NA,NA,45317.49778,11.7506871,2.577848383,4.462818342,NA,NA,NA,NA,NA,NA,NA,NA,57629.26592,8.8997617,2.233557876,3.937159409,0.412176803,0.358851226,NA,NA,NA,NA,NA,NA,0.188623875,0.179951485,0.170079455,0.213418859,0.114652614,0.094657804,0.046557608,0.017074502,0.054632797,0.130663008,0.02221772,0.089337573,0.122595401,0.201974022,0.149100023,0.344027581,0.218939473,0.013491096,0.769565082,0.648790995,0.069598021,0.077903222,0.454513949,-0.009689523,0.032393944,-0.764930868,-0.025411285,NA,NA,0,0,0,0,0.007575758,0,0.015151515,0.090909091,5.682254697,0.191587846,4.948524536,0.068743735
"1074","AR",2012,6,0.006684413,0.007621738,0.061152602,0.162601192,0.74778134,0.569241316,0.430758686,0.030701399,0.114370394,1.130801688,2.324894515,15.33755274,32.54008439,99.0464135,80.37724372,73.16706022,153.5443038,4.367088608,0.181434599,0.23628692,13,222.6244726,136.978903,60.31535895,140.3686495,33.25738397,3.316455696,2.96835443,13.26974073,NA,NA,13.24185539,NA,NA,NA,NA,0.541128408,NA,NA,0.54476741,NA,NA,0.009269072,0.008451185,NA,NA,NA,NA,0.008218076,11658.06055,5282.672117,10714.14364,2241.7666,1413.6091,0.149028497,NA,NA,NA,NA,0.052606224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146109637,NA,NA,NA,NA,0.046805102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.134505811,0.141410543,0.164277863,0.202396374,0.11912693,0.092836054,0.027132412,0.011395173,0.044691551,0.130094443,0.018329932,0.086800844,0.110968319,0.22657892,0.136396519,0.331645093,0.252080246,0.012478136,0.76534537,0.663330715,0.066028722,0.0701805,0.464648486,-0.097506031,0.049621592,NA,NA,NA,NA,0,0,0,0,0,0.05907173,0.016877637,0.11814346,5.750936761,0.175207361,5.686522306,0.152181982
"1075","AZ",2012,6,NA,NA,NA,NA,NA,NA,NA,0.071093902,0.131054798,20.98445596,11.87564767,184.0569948,23.75129534,181.5129534,164.3970138,237.4320028,429.761658,10.20725389,2.948186528,0.025906736,11.65284974,541.1243523,353.6632124,169.2302065,238.4390151,73.51911916,0.39031088,2.47849742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.070241091,NA,NA,NA,NA,NA,NA,NA,NA,NA,-787.44739,-78.48996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.184872425,0.172978522,0.177073222,0.200667636,0.131221953,NA,0.046883789,NA,0.061933181,NA,0.018618494,NA,0.164766191,NA,0.143403606,NA,0.273164599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.010362694,0,0.031088083,0.046632124,0,0.03626943,NA,NA,NA,NA
"1076","CA",2012,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.454753723,61.76174112,276.9347079,34.28407789,137.2497136,53.06376924,34.46887678,530.7182131,10.51660939,1.119129439,0.971363116,10.6792669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1827.2056,356.77084,0.28740874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.257971991,NA,NA,NA,NA,0.058350503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254320529,0.247537648,0.126124946,0.145918814,0.160483687,0.134189218,0.061450482,0.026151956,0.064503254,0.141714083,0.022577092,0.062837731,0.13986469,0.213512353,0.152511283,0.333841549,0.246237771,0.03250155,0.810895118,0.663325487,0.082566879,0.082626364,NA,NA,NA,NA,NA,NA,NA,0,0,0.001145475,0,0.022909507,0.043528064,0,0.016036655,NA,NA,NA,NA
"1077","CO",2012,6,NA,NA,NA,NA,NA,NA,NA,0.067802543,0,3.028089888,10.97752809,115.1516854,17.05617978,197.7921348,123.746212,231.7256983,355.505618,9.893258427,1,0.02247191,12.96067416,0,568.8876404,128.2867964,266.0776385,77.75219129,13.58168532,2.274157308,14.88150569,NA,NA,14.86095591,NA,NA,NA,NA,0.352304139,NA,NA,0.36190827,NA,NA,0.029615311,0.03336705,NA,NA,NA,NA,NA,12646.92833,5795.914484,13358.22962,3303.3396,480.86636,0.270863279,NA,NA,NA,NA,0.04292398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256334251,NA,NA,NA,NA,0.039076281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24433369,0.250406189,0.116904661,0.136249604,0.195775264,0.142505202,0.050788133,0.019342932,0.056315617,0.1422343,0.015206114,0.070705613,0.124587862,0.219563307,0.124308098,0.329640278,0.272965715,0.027446695,0.835267362,0.718725205,0.050274983,0.055666208,0.478458903,-0.065681831,NA,NA,NA,NA,NA,0,0,0.005617978,0,0.028089888,0.073033708,0.005617978,0.04494382,NA,NA,NA,NA
"1078","CT",2012,6,0.003471782,0.036688712,0.098000148,0.059228984,0.782460466,NA,NA,0.026033945,0.130265013,0.734177215,11.58227848,47.91139241,32.14556962,158.1835443,76.17537912,174.3625959,255.0189873,5.943037975,0.107594937,0.037974684,11.70886076,416.3987342,184.5696203,158.7151888,248.7597457,79.6293675,19.82537996,2.499493692,12.50883466,NA,NA,12.51309582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003724695,0.002651471,NA,NA,NA,NA,NA,17919.28596,9683.932411,18340.86852,4694.8174,590.37134,0.382218625,NA,NA,NA,NA,0.048907874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401367499,NA,NA,NA,NA,0.042098183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379765459,0.369262372,0.053111543,0.063368,0.188327912,0.150651742,0.088731875,0.032230823,0.084017928,0.177856271,0.028587213,0.094642144,0.129207853,0.17440665,0.173240039,0.319945042,0.164049462,0.005906047,0.885306184,0.780905629,0.052278333,0.052120432,0.482416454,0.006524281,0.012024423,NA,NA,NA,NA,0,0,0,0,0.018987342,0.069620253,0,0.107594937,NA,NA,NA,NA
"1079","DC",2012,6,0.001261564,0.017241379,0.13498738,0.74053824,0.089571066,0.53135908,0.46864089,0.083934732,0.19624367,3,41,321,1761,213,1214.686923,1071.313101,2378,127,0,0,13,8756,3745,-9,3472.46,779.94,2,NA,16.77453,14.342953,12.430121,14.349944,-2.4315777,-4.344409,1.1695312,1.3495066,0.18827465,0.58886856,0.46366522,0.51885903,0.40059391,0.27539057,0,0,0,0,0.50714809,0.52321476,0.13147227,29348.516,8822.4844,29029.412,5436.5073,-419.57263,0.87086558,0.035578147,0.017944535,0.18923327,0.91276866,0.024563583,0.35900784,0.20028308,0.14710042,0.33663365,0.8556338,0.057999477,0.20590098,0.41964102,0.38654709,0.71408069,0.82853645,0.13531369,0.52161431,0.29640165,0.62333995,0.32311389,0.83891213,0.065401129,0.58099687,0.19577464,0.15845071,0.03943662,0.023943663,0.57323945,0.068309858,38766.094,23.147177,3.6566026,6.3302412,33940.715,21.602394,3.2441709,6.6588335,40196.039,8.537323,3.2341435,2.6397479,155090.81,4.6739001,1.7421553,2.6828263,0.50985479,0.26626807,0.49380678,0.4383606,1.9769036,1.227633,1.7662988,1.5466217,0.50766492,0.47811577,0.1676973,0.19962348,0.22750486,0.22480711,0.11101165,0.072908297,0.21174021,0.24513781,0.020649459,0.03981211,0.15124202,0.16443564,0.14295033,0.22737458,0.061677769,0.003913268,0.83354133,0.79148775,0.081884652,0.083411485,0.19055885,0.068038546,0.031677559,-1.3685539,2.1268048,-2.9724045,-0.38920999,0,0,0,0,0,0,0,0,4.5135698,0.005124375,4.4013257,0.004202598
"1080","DE",2012,6,0.004479557,0.024809804,0.110594615,0.297262249,0.530115663,NA,NA,0.054267988,0.156815061,2.75,20.375,79.75,200.375,299.625,266.672544,340.7024578,617.4375,12.1875,1.375,0.375,13,1103.1875,431.125,215.0625,465.1875,95.34124994,13.75,5.125,15.59818775,15.28817244,15.49453744,15.49325581,-0.310015201,-0.103650211,1.020776624,1.006931891,0.424693306,0.481619788,0.4851311,0.452751364,0.056926483,0.060437794,0.055613834,0.053657673,0.058478492,0.041512831,0.051827263,0.06494069,NA,14416.35169,7565.456144,14109.32844,4722.4028,4022.0186,0.237249676,0.09944698,0.118905633,0.230591137,0.893519214,0.047044209,0.136851496,0.222982446,0.229397312,0.200444427,0.886224488,0.067614003,0.186399661,0.341211156,0.350429319,0.570747046,0.823434669,0.089481254,0.23820226,0.149474699,0.312573364,0.187184767,0.866612889,0.044352579,0.597667469,0.195896696,0.402692767,0.292511718,0.017851393,0.140074673,0.111884713,58496.19163,9.092004613,2.359941319,3.8552401,39389.07825,11.14879604,2.765754175,4.12378405,45758.49938,NA,NA,2.647918381,70648.99406,7.79663745,2.054070231,3.869623625,0.381156188,0.341511876,0.409585339,0.327687714,0.129731549,0.612913747,0.700591353,NA,0.229628384,0.222992582,0.099302159,0.126925982,0.144581005,0.123537397,0.060579592,0.0219018,0.061164343,0.127982824,0.023327651,0.093110621,0.147581794,0.211462785,0.171870171,0.348252055,0.212026469,0.010581167,0.823286873,0.719539103,0.060936515,0.057827969,0.376390479,-0.030636209,0.017976552,-0.126452504,0.355423401,-2.041329693,-0.657510799,0,0,0,0,0,0,0,0,6.139628469,0.030019192,6.031061781,0.023432484
"1081","FL",2012,6,0.006820617,0.015874511,0.172997093,0.184784666,0.585596476,0.52246101,0.477538989,0.045438581,0.150126625,12.1641791,77.05970149,873.6268657,699.641791,1280.402985,1535.351869,1504.46903,3039.850746,57.82089552,7.582089552,0,13,5307.925373,3497.716418,949.5016472,2584.856576,440.6637323,9.656716418,26.48223863,16.64515396,16.22105846,16.37375139,16.49638181,-0.424095495,-0.271402602,1.026902477,1.016450118,0.489150522,0.569547558,0.542014262,0.52152978,0.080397035,0.052863739,0.042277054,0.043146459,0.032606881,0.03768542,0.119351161,0.065977346,0.068615304,10404.73287,5359.210764,10191.39566,2012.9302,1223.1467,0.215743916,0.148913086,0.125570198,0.232864943,0.855983233,0.061184421,0.142508745,NA,NA,NA,NA,0.074384327,0.124366252,0.381746133,0.320087125,0.543337967,0.774169784,0.087190507,0.196994366,0.191234392,0.292896263,0.172819667,0.834856906,0.055512158,NA,NA,NA,NA,NA,NA,NA,49478.15287,9.263067915,2.420221421,3.83497751,32579.08266,NA,NA,4.128525354,NA,NA,NA,NA,58971.5529,7.66441384,2.2482154,3.451351703,0.398228522,0.370766223,0.388829372,NA,0.338330556,0.489084917,NA,NA,0.199805012,0.190314972,0.146880698,0.172810537,0.127847717,0.111940332,0.043552188,0.017208341,0.054746775,0.13048198,0.022207318,0.078103376,0.179642627,0.235131208,0.164670572,0.364328212,0.249636741,0.018080866,0.728745707,0.673708891,0.083168956,0.081612076,0.328375438,-0.078869221,0.028684126,-0.388837643,-0.024855852,-2.171537826,NA,0,0,0,0,0,0,0,0.014925373,6.268225124,0.033679381,5.780134794,0.076163844
"1082","GA",2012,6,0.001688243,0.011504171,0.078667103,0.351984294,0.531238851,0.582128706,0.417871296,0.028279012,0.10996274,1.533333333,23.75555556,85.28888889,274.1,316.4166667,376.1902778,346.8430568,723.0333333,12.57222222,0.738888889,0.005555556,12.97777778,983.9277778,463.3333333,234.961111,613.4011085,137.6077775,12.69944457,8.139999993,15.50462864,NA,NA,15.44147672,NA,NA,NA,NA,0.549165941,NA,NA,0.574090533,NA,NA,NA,NA,NA,NA,NA,NA,0.024782335,10296.71193,5758.882321,10813.11362,2834.2029,439.62616,0.201620821,NA,NA,NA,NA,0.049209434,NA,NA,NA,NA,NA,NA,0.10498016,NA,NA,NA,NA,0.087136419,0.172158333,NA,NA,NA,NA,0.050561062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162162813,0.168821293,0.179644833,0.219608515,0.116273518,0.100191556,0.038458184,0.014964529,0.051216473,0.13619539,0.018963926,0.080385939,0.133922129,0.213560979,0.143261851,0.336783076,0.244630059,0.013876392,0.763125835,0.662188179,0.070544105,0.074992245,0.404302849,-0.091591072,0.038246219,NA,NA,NA,NA,0,0,0,0,0.005555556,0.022222222,0,0.061111111,NA,NA,NA,NA
