,,per.access.to.electricity,per.ag.land,per.arable.land,per.armed.forces.of.pop,tot.threatened.birds,birth.rate.per1000,fisheries.production,co2.emissions.metric.tons,compulsory.edu.years,cpi,current.account.balance,per.health.expenditures.gdp,death.rate.per1000,ease.of.doing.business.score,tot.employers.per.employment,per.employed.ag,per.employed.industry,per.employed.service,exports.per.gdp,fertility.rate.per.woman,broadband.per100,fish.threatened,food.exports.per.all.exports,food.imports.per.all.imports,fdi.per.gdp,forest.per.all.land,gdp.per.capita,gdp.growth,edu.expend.per.gdp,human.capital.index,imports.per.gdp,hiv.per1000,inflation.percentage,tourism.per.all.imports,labor.force.participation.per.tot.pop,land.area.sq.km,life.expectancy.years,methane.emissions.kt,expend.military.per.gdp,cellular.subscriptions.per100,infant.mortality.rate.per1000,aid.usd,no2.emissions.metric.tons,oil.rents.per.gdp,per.open.defecation,per.access.drinking.water,per.basic.sanitation,cropland.per.all.land.area,remittances.per.gdp,plants.threatened,population.density,population.growth,female.pop.per.total,male.pop.per.total,pop.total,per.undernourishment,per.primary.edu.completion,per.rural.pop,tot.surface.area.km2,tax.revenue.per.gdp,protected.area.per.total.terrestrial.area,terrrestrial.protected.area.per.total.land,alcohol.percap.liters,tot.greenhouse.gas.emissions.kt,trade.per.gdp,unemployment.rate,per.urban.pop,urban.pop.growth
Peru,PER,95.19999695,18.44429688,2.679453125,0.862361109,119,17.949,7208409.5,1.69681923,14,127.4207669,-1.759169174,5.19757748,5.503,68.27159,3.890000105,27.79000092,15.39000034,56.81999969,25.19473312,2.254,7.927901427,52,20.21734197,11.39417839,2.78286221,56.77815625,6957.793411,3.96915687,3.714299917,0.594615281,23.44165662,0.14,1.50915423,6.529788862,77.18000031,1280000,76.516,31410,1.174986356,131.7778873,10.7,425570001.1,9360,0.328325524,5.644225707,92.00718508,77.18766036,1.07734375,1.448841263,328,24.99161328,1.718268291,50.33775549,49.66224451,31989265,7.9,96.10073853,22.093,1285220,14.28781525,13.14116613,21.31417279,6.38,96280,48.63638973,3.49000001,77.907,1.958588621
Philippines,PHL,94.44826508,41.72116578,18.74769427,0.353126916,93,20.546,2061266.75,1.33369096,13,126.4762928,-2.559391605,3.95381904,5.873,60.87374,3.619999886,24.29000092,19.05999947,56.63999939,30.21360537,2.576,3.552217048,91,8.657875297,11.19207181,2.868336627,23.87500419,3252.110274,6.341485571,3.133100033,0.549015582,41.94979293,0.13,5.211604606,9.614746316,58.97999954,298170,71.095,67660,0.819584674,126.2046486,22.1,499789994.7,13640,0.073291743,4.555550453,93.27349616,79.43866535,17.94278432,9.747654208,254,357.6865345,1.39596534,49.74165739,50.25834261,106651394,9.7,115.4368973,53.093,300000,14.04753328,3.141408394,15.31665932,6.86,232340,72.1633983,2.339999914,46.907,1.876791199
Poland,POL,100,47.3985041,35.95714799,1.082283059,11,10.2,222704,8.235472255,10,111.6253484,-1.283086364,6.32764196,10.9,76.93317,4.050000191,9.619999886,31.81999969,58.56999969,55.24146204,1.46,20.70435756,8,12.88813185,8.315838337,3.000280492,30.89460104,15468.48222,5.353703355,4.615799904,0.760222197,52.17880281,,1.812951565,3.381796949,56.34000015,306170,77.60243902,47540,2.04957213,127.3299496,3.9,,21480,0.053501545,0,99.81493413,99.99796232,1.152954241,1.294322094,11,124.0315838,-0.000200133,51.53070738,48.46929262,37974750,2.5,94.33351898,39.942,312690,17.39568383,38.063538,39.65013953,11.71,389650,107.4202649,3.849999905,60.058,-0.078428035
Portugal,PRT,100,39.01497288,10.03410272,0.993215152,15,8.5,178270,4.840612761,12,110.2515118,0.545501327,9.4126482,11,76.44344,4.840000153,6.039999962,24.85000038,69.11000061,43.44571903,1.42,36.90145066,67,11.92505256,14.14333139,3.237994991,36.15499489,23562.55452,2.849325934,4.675159931,0.783440173,42.9830419,0.08,0.993715683,6.204084499,59.11000061,91605.6,81.32439024,11320,1.795969796,115.6330424,2.9,,3090,0,0,99.90912281,99.60731412,8.503410272,0.224930067,101,112.261936,-0.160104021,52.71196171,47.28803829,10283822,2.5,99.57019043,34.789,92225.6,22.65334671,16.8854244,22.90118008,12.03,66820,86.42876093,6.989999771,65.211,0.700805447
Puerto Rico,PRI,100,19.04171364,5.659526494,,11,6.7,1649,,13,,,,9.063,70.01875,6.699999809,1.100000024,15.39000034,83.51999664,60.01862769,1.035,20.03644563,32,,,,55.84554679,31604.70151,-4.147474747,,,46.03666089,,,,40.50299835,8870,79.77819512,,,109.563442,,,,0,0,99.86789058,100,1.803833145,,64,360.0173619,-4.048391034,52.45009373,47.54990627,3193354,,,6.422,8870,,2.016771518,7.269164906,,,106.0552886,9.199999809,93.578,-4.057988592
Qatar,QAT,100,5.831157528,1.218450827,1.013816671,9,9.541,14669,32.41563917,9,116.1551881,9.082936699,2.62514997,1.202,66.70677,0.270000011,1.210000038,54.31999969,44.47000122,55.94186317,1.866,9.631079325,17,0.034603455,10.62367975,-1.192496952,0,65907.94844,1.234872202,,0.634825528,35.89658581,0.05,0.255815383,17.86023911,88.1780014,11490,80.1,8110,,141.8558268,5.6,,880,17.30983039,0,99.56810194,100,0.261096606,0.254743003,0,242.0959095,2.06875411,24.49528738,75.50471262,2781682,,95.78588104,0.865,11490,,4.72319542,13.22923543,1.59,99830,91.83844898,0.109999999,99.135,2.126252287
Romania,ROU,100,58.30146036,37.75208623,1.399894908,17,10.4,11179,3.845132759,10,119.2169328,-4.61201876,5.56050777,13.6,72.51292,1.049999952,22.30999947,30.03000069,47.65999985,41.8616969,1.76,26.09238314,22,9.463969794,8.832068798,3.041348095,30.11582928,12398.98198,4.474523775,3.344749928,0.594410121,45.27496024,0.04,4.625484431,5.591096785,54.97999954,230080,75.35853659,23780,1.805241726,116.0354133,6.1,,8640,0.435863343,0,100,85.43642436,1.912378303,2.892429901,7,84.63999478,-0.587493307,51.34374306,48.65625694,19473970,2.5,85.22177124,46.002,238400,14.49413357,24.30993665,24.4618675,11.74,109010,87.13665715,4.190000057,53.998,-0.47260827
Russian Federation,RUS,100,13.15843626,7.428098287,1.950383714,57,10.9,5125654,11.12661837,11,173.0158221,6.979898341,5.35520792,12.5,77.40044,1.450000048,5.880000114,26.80999947,67.30999756,30.7932713,1.579,22.0008863,39,5.459197279,11.87097867,0.530060761,49.78433608,11287.35528,2.80724541,4.678199768,0.728950441,20.78765336,,2.878297236,11.29007838,62.86000061,16376870,72.66219512,849570,3.692518759,157.431312,5.1,,58610,10.0124516,0,96.8056269,88.86099167,0.10948368,0.560375807,56,8.822067892,-0.013066892,53.66176236,46.33823764,144477859,2.5,101.9632111,25.567,17098250,11.468773,7.616249085,9.726914815,11.19,2543400,51.58092466,4.849999905,74.433,0.176545374
Rwanda,RWA,36.96815109,73.43737333,46.68423186,0.5678518,20,31.696,23977,0.087790824,6,146.172962,-10.11175873,6.6816082,5.208,75.37431,0.039999999,63.34999847,8.470000267,28.18000031,21.10059751,4.044,0.060973974,7,37.9765607,20.62050885,3.798565107,11.10660722,783.6371628,8.579424541,3.073750019,0.376912028,34.66392775,0.42,-0.31121016,11.67183303,83.47000122,24670,68.7,2910,1.251740352,78.85411036,32,590200001.1,1960,0,2.08769435,59.55451065,67.72336771,10.13376571,2.702324137,41,498.6610863,2.644060783,50.86106135,49.13893865,12301969,34.3,86.54634857,82.789,26340,14.24470259,9.114089073,9.114089073,8.95,6170,55.76452526,1.110999942,17.211,3.145018744
Samoa,WSM,99.99447632,26.74911661,11.48409894,,6,24.378,9766,1.631587535,8,116.4119763,2.876245254,5.47191095,5.239,62.06781,2.849999905,30.85000038,24.61000061,44.54000092,34.18996549,3.877,0.86269751,16,62.14513884,28.43236509,2.035031888,57.4664311,4187.504729,-1.233162407,4.532149792,0.52239424,50.23758669,,4.197458887,0.975006552,43.41899872,2830,73.187,300,,50.98685049,15.3,90499999.66,60,0,0.14497062,91.83885866,96.75969164,10.98939929,17.96783789,2,69.30318021,0.39337345,48.25624082,51.74375918,196128,4.6,104.7818832,81.757,2840,25.43553685,0.242263365,7.349585002,2.66,690,84.42755217,8.68599987,18.243,-0.743456443
San Marino,SMR,100,38.33333333,33.08333333,,0,6.8,0,,10,,,6.91428852,7.1,64.15819,,,,,166.5974977,,32.13852301,0,,,,16.66666667,48996.59225,1.544761129,3.555160046,,142.8904588,,,,,60,,,,113.9558976,1.7,,,,0,100,100,5.25,,0,563.0666667,0.335038487,,,33784,,87.8628006,2.774,60,17.95681677,,,,,309.4879564,,97.226,0.494415949
Sao Tome and Principe,STP,71,45.83333333,4.166666667,,12,31.538,9730,0.663406498,6,185.0895517,-18.22449747,5.84369802,4.828,44.97215,0.469999999,19.61000061,18.05999947,62.33000183,,4.321,0.737816783,25,74.2652496,29.2119922,5.748478468,55.35416667,1953.513257,2.945268909,5.235109806,,,,7.857064313,,54.51900101,960,70.17,30,,77.05612525,14.4,23059999.49,20,0,45.36095998,78.18506249,44.80527366,40.625,4.311938436,49,219.825,1.887561482,49.96351264,50.03648736,211032,11.8,,27.197,960,,0.244688365,29.25590983,5.88,190,,14.06099987,72.803,3.041129845
Saudi Arabia,SAU,100,80.76932023,1.598835181,1.785751742,18,17.798,68776,15.26878053,9,120.9313211,9.150650134,5.74845695,3.472,63.84761,1.75999999,2.519999981,24.79000092,72.69000244,40.03914062,2.319,20.24129125,41,1.203930142,14.46328546,0.539985957,0.454484135,23337.01755,2.434110781,,0.580753028,26.64762569,0.04,2.45814158,8.559116322,55.86000061,2149690,74.998,44170,9.469201025,122.5733112,6.6,,5750,28.85960104,0,100,100,0.089315204,0.042581738,4,15.67796147,1.801062218,42.44584798,57.55415202,33702757,3.8,96.70606232,16.156,2149690,8.925745035,4.528372363,4.760127141,0.19,638120,66.68676631,6.039999962,83.844,2.066193203
Senegal,SEN,66,46.11229419,16.62078637,0.454052233,19,34.523,484750,0.621912357,11,107.363218,-9.582924981,4.23825741,5.716,54.37982,0.860000014,30.82999992,13.06999969,56.09999847,22.94909148,4.625,0.818830296,58,32.29266541,21.04371725,3.667658367,42.32150834,1458.069093,6.209241034,4.8582201,0.421063334,38.840748,0.09,0.460985642,3.616033041,45.37400055,192530,67.665,10750,1.658240078,104.450641,30.8,754130009,7820,0,12.48556929,82.39466139,54.90449848,0.405131668,10.50120444,14,82.34729133,2.781879708,51.27732977,48.72267023,15854324,7.4,,52.808,196710,16.37825247,14.57707227,25.3527743,0.76,29990,61.78983948,3.275000095,47.192,3.744291879
Serbia,SRB,100,39.60667734,29.53350103,1.00222672,13,9.2,2082,6.521922194,8,141.3830755,-4.855965115,8.5316782,14.6,73.92341,3.589999914,15.93000031,26.89999962,57.16999817,50.4345613,1.49,22.28909538,15,,,8.040763794,31.12279899,7252.401858,4.495121293,3.582319975,0.759485483,59.06030441,0.02,1.959840763,6.168525555,54.49000168,87460,75.8902439,12400,1.614937596,121.0748239,5,670459993.8,4120,0.479318211,0.032923947,94.53003261,97.89639382,2.343928653,8.778731805,6,79.8376858,-0.546351969,51.00252296,48.99747704,6982604,3.8,98.7212677,43.908,88360,23.59818704,6.61310734,6.61310734,8.75,62600,109.4948657,12.72999954,56.092,-0.278572237
Seychelles,SYC,100,3.369565217,0.326086957,,13,17.1,145614,6.407474008,10,127.6526482,-18.28207524,5.26916742,8.4,61.50211,,,,,86.1856405,2.41,20.27786933,24,79.02163179,27.63899183,19.87894881,73.26086957,15994.81986,1.771183467,4.498839855,0.630557179,100.6836661,,3.702918391,5.436427505,,460,72.84146341,90,1.380046268,184.2980143,12.5,,0,0,0,96.2508915,100,3.043478261,1.467586112,61,210.3521739,0.954291918,48.65491174,51.34508826,96762,,101.8531189,43.309,460,34.96098436,0.051368668,42.09404595,20.5,780,186.8693066,,56.691,1.715478237
Sierra Leone,SLE,26.10000038,54.71044611,21.94513716,0.332711229,16,33.406,202100,0.133330736,9,203.9655671,-12.35831724,8.28987408,11.745,47.24268,2.769999981,55.36000061,6.670000076,37.97000122,17.46729933,4.263,,57,45.63968845,32.28680338,6.130698063,35.66555833,533.9915333,3.46460214,6.989630222,0.353286207,39.22853131,0.77,16.03278985,3.827412485,56.6590004,72180,54.309,4610,0.751992569,83.07224041,84.8,329300002.5,1410,0,17.32157379,61.40860038,15.86048135,2.285951787,1.519552165,72,105.9871017,2.136636265,50.12127215,49.87872785,7650149,25.7,81.78533936,57.945,72300,,3.296949796,9.386319626,5.7,7190,56.69583064,4.659999847,42.055,3.137956944
Singapore,SGP,100,0.930888575,0.789844852,1.688800931,22,8.8,1555,8.399134832,6,113.76273,15.19347043,4.08520222,5,85.84348,4.360000134,0.059999999,16,83.94999695,177.0613454,1.14,25.94181953,29,3.249994511,3.622184409,22.10501951,22.46826516,66679.04649,3.497469601,2.645090103,0.88708365,148.2809428,0.03,0.438620118,4.551138244,70.62999725,709,83.29756098,4150,2.835500815,148.821563,2.1,,9710,0,0,100,100,0.141043724,0,62,7952.99859,0.469704299,47.65812541,52.34187459,5638676,,99.92182922,0,719,13.04509073,2.463062829,5.554559828,2.03,66640,325.3422881,3.642999887,100,0.469704299
Sint Maarten (Dutch part),SXM,100,,,,1,,253,,14,,6.298953448,,,,,,,,67.48350613,,,31,,,-4.041847287,10.88235294,28988.25921,-6.6,,,104.2412818,,,6.306664389,,34,,,,,,,,,,,,,4.298613181,3,1202.794118,0.788033881,,,40895,,,0,34,,8.098450743,0.000372594,,,171.7247879,,100,0.788033881
Slovak Republic,SVK,100,39.28868552,28.03660566,0.575609692,12,10.6,1937,6.058635474,10,112.3454737,-2.171116407,6.70504332,10,75.445,2.920000076,2.289999962,36.52000046,61.18999863,96.28878672,1.54,27.64570199,5,3.466495172,5.568686536,2.131229351,40.05615641,19389.98216,3.794410553,3.975830078,0.680050135,94.40980818,,2.514037129,2.825394374,59.79000092,48080,77.26585366,4360,1.226740174,132.801823,4.9,,1970,0.001147405,0,99.78783283,97.53177272,0.353577371,2.093116879,25,113.2855865,0.13850816,51.33833252,48.66166748,5446771,4.1,92.17269135,46.274,49030,18.60913246,37.63041334,37.63041334,11.14,39930,190.6985949,6.539999962,53.726,0.091966227
Slovenia,SVN,100,30.39272164,9.027432908,0.699507836,10,9.4,263.7449951,6.774695332,9,109.2694124,5.962485846,8.27940369,9.9,76.4142,3.799999952,5.480000019,33.34999847,61.16999817,84.81520323,1.6,29.48956054,33,4.469705633,7.714951339,2.839799886,61.67438072,26116.85636,4.422521568,4.936039925,0.788688302,76.36987144,0.01,1.73860862,4.50911459,58.81000137,20136.4,81.37804878,1980,0.978150097,118.6742271,1.9,,790,0.000138626,0,99.5,98.08099205,2.680220894,1.190545913,7,102.9922926,0.362584395,50.24520703,49.75479297,2073894,2.5,97.39997101,45.459,20480,18.53057923,55.07325819,53.62296044,11.9,17170,161.1850747,5.110000134,54.541,0.855189456
Solomon Islands,SLB,66.17976379,4.180064309,0.714540907,,24,32.439,61636,0.566740598,,130.9216534,-3.036653085,3.99611521,4.252,55.20356,0.910000026,37.90999985,11.63000011,50.45999908,43.45951126,4.403,0.227921275,24,20.14857344,22.19458147,1.587231963,90.19042515,2411.862926,3.94424955,,0.430859715,47.77990736,,3.46147485,7.08355669,85.92700195,27990,72.835,410,,73.83377983,17.7,174430002.8,30,0,45.28523568,67.00625416,34.22832548,3.179707038,1.263751305,16,23.32461593,2.611085225,49.15463747,50.84536253,652856,17,86.78566742,76.251,28900,26.19036206,0.155319976,2.210266123,1.83,940,91.23941862,0.723999977,23.749,4.580006314
Somalia,SOM,50.7649765,70.33665955,1.753435139,0.72456794,21,41.753,30000,0.04597479,,,,,10.855,20.04146,1.070000052,80.48999786,2.440000057,17.06999969,19.1259908,6.072,,31,,,6.973551597,9.776994931,389.8313955,7.678879802,,,87.56251194,0.02,,,34.08200073,627340,57.068,19430,,50.99230249,76.8,1411040000,6570,,26.2948113,53.3865147,37.16507321,0.039850799,25.33040065,49,23.92359008,2.831925424,50.13335021,49.86664979,15008225,57.4,,55.029,637660,0.000127943,,,0.009,26970,106.6885027,18.85000038,44.971,4.130040198
South Africa,ZAF,84.69999695,79.41785028,9.892093744,0.396535943,54,20.51,611485,7.496644895,9,152.6462396,-3.035026995,8.85829735,9.435,66.69548,5.25,5.159999847,23.12999916,71.70999908,27.48858813,2.405,1.915495359,121,11.10953176,7.074527865,1.37571219,14.11510275,7005.095413,1.487617373,6.158989906,0.422549337,27.01899545,5.37,4.517165228,5.802692747,55.15999985,1213090,63.857,45140,0.984961398,159.9306644,26.9,789430023.9,18820,0.00558495,0.973660513,93.10863459,76.68318836,0.340452893,0.229482888,153,47.64075213,1.363703216,50.69415038,49.30584962,57792520,5.5,90.34449768,33.645,1219090,24.11887654,10.26064859,7.998164921,9.52,513440,54.50758358,26.90999985,66.355,2.127672998
South Sudan,SSD,6.173169613,45.15260353,,3.930511948,21,35.01,32000,0.125729734,8,8411.16963,-9.038248322,6.27566719,10.459,33.64187,1.309999943,60.84000015,16.32999992,22.82999992,,4.696,0.00182217,0,,,,11.32565515,,,,0.305912971,,1.35,83.50152949,14.36282799,73.70700073,631928.123,57.604,34170,3.649892575,17.45870759,63.3,1475040023,23010,,61.76207298,40.981506,14.45063554,,,17,17.36894371,0.595340534,49.95630436,50.04369564,10975924,,,80.385,633906.576,,15.50150125,15.50150125,,58660,,12.23700047,19.615,1.976223659
Spain,ESP,100,52.40820971,23.78736818,0.848907445,19,7.9,928815.3125,5.5203504,10,110.1906392,1.863593642,8.99036121,9.1,77.69995,4.96999979,4.199999809,20.32999992,75.45999908,35.16258761,1.26,32.50380176,83,15.86788585,10.76631758,4.12571581,37.15664678,30364.57994,2.288785676,4.178160191,0.736156404,32.44554996,0.08,1.674981369,,57.91999817,499603.479,83.43170732,39940,1.253935882,115.9942148,2.7,,20350,0.001842751,0,99.92606067,99.90394689,9.779979935,0.234463253,247,93.66979208,0.437982994,50.89664131,49.10335869,46797754,2.5,98.52601624,19.679,505957.289,14.23284596,14.97400981,28.06563365,12.72,326940,67.60813757,15.25,80.321,0.738481167
Sri Lanka,LKA,99.56487274,45.44807966,22.17121428,3.731259397,16,15.831,510537,0.99815413,11,150.2282395,-3.182078508,3.91227865,6.651,61.75867,2.75999999,25.5,27.94000053,46.56000137,23.03852264,2.199,7.274625469,57,,,1.834911534,34.25804992,4059.20823,3.272000479,2.135390043,0.593370557,30.46896651,0.01,2.135037737,9.265818284,51.72000122,61864,76.812,10030,1.842977531,142.6507235,6.4,153020001.7,2240,0,0,92.20617472,93.6556322,16.16448985,8.006816687,297,350.284495,1.048392958,51.96681766,48.03318234,21670000,6,,81.524,65610,11.9818702,3.378642523,29.8619989,4.1,35240,53.50748915,4.320000172,18.476,1.547574095
St. Kitts and Nevis,KNA,100,23.07692308,19.23076923,,3,,1047,4.958236393,12,104.5654385,-5.488180019,5.21287775,,54.60701,,,,,,,31.23700921,30,,,3.713591054,42.30769231,20567.49911,2.699999466,,0.57247442,,,-1.037122141,9.632449049,,260,,80,,136.5229496,13.3,,20,0,,,,0.384615385,2.405101655,2,201.6846154,0.76957326,,,52438,,,69.224,260,,0.250803474,3.316634717,8.94,370,,,30.776,0.777584709
St. Lucia,LCA,98.87739563,17.37704918,4.918032787,,7,12,2019,2.14415306,10,110.1256323,1.490186559,4.41556692,7.205,63.62984,5.070000172,11.35000038,14.81999969,73.83000183,,1.436,17.73884072,30,31.48329313,25.36713733,2.204329086,34.04918033,11353.71521,2.926420885,3.331799984,0.588586748,,,1.935618932,8.636989536,70.59999847,610,76.057,270,,101.6795958,21.1,6510000.207,30,0,6.207856686,96.8872019,83.375995,11.47540984,2.078319667,7,298.1803279,0.515372718,50.75045357,49.24954643,181890,,94.89362335,81.322,620,,0.931020062,18.74520959,10.6,740,,19.07999992,18.678,0.869159377
St. Martin (French part),MAF,100,,,,1,14.7,90,,,,,,4.3,,,,,,,1.81,,31,,,,24.8,,,,,,,,,,50,79.82195122,,,,,,,,0,99.99939709,100,,,3,745.28,1.882682617,,,37264,,,,50,,91.98700719,12.77155153,,,,,,
St. Vincent and the Grenadines,VCT,100,17.94871795,5.128205128,,4,14.24,2364,2.540604301,12,109.6656736,-11.07410614,4.51017952,9.263,56.98254,5.110000134,10.31999969,19.95999908,69.72000122,,1.891,22.33261653,29,73.28815772,26.28679924,5.125821399,73.17948718,7361.400962,2.159730034,5.693779945,0.535864592,,,2.324144854,8.840825135,64.75499725,390,72.415,70,,102.0252062,13.8,6830000.209,10,0,3.358785211,95.1452199,87.1843449,7.692307692,5.711732456,6,282.5897436,0.349034149,49.20878323,50.79121677,110210,5.5,105.5491333,47.802,390,,0.466562637,22.41962222,9.06,370,,19.18000031,52.198,1.145127418
Sudan,SDN,52.44700241,36.87265674,10.71966179,1.016750203,26,32.177,41041,0.483235878,8,890.2289521,-15.10931745,4.43653536,7.188,48.01814,3.160000086,38.95000076,17.22999954,43.83000183,0.611168056,4.407,0.075002034,32,,,3.668047854,10.11438946,740.746767,-2.68093055,,0.376040459,0.683885496,0.09,63.29250735,0.157818442,49.15999985,1849233.715,65.095,58850,1.783457419,72.00791416,42,727249987.9,29610,3.560521034,24.21874436,60.32302546,36.67269614,0.090848441,1.373238434,17,22.60478579,2.392257972,50.04741453,49.95258547,41801532,12,64.08550262,65.358,1854105.405,,2.753273898,2.281763184,0.51,109630,1.295053552,17.57999992,34.642,3.18053196
Suriname,SUR,97.40000153,0.538461538,0.397435897,0.780295834,9,18.542,46980,3.611192614,6,,-2.970617812,7.8974061,7.335,47.43149,1.779999971,8.020000458,24.48999977,67.48999786,,2.418,12.70438723,32,7.390961769,13.41854179,3.277093148,97.56910256,6938.086981,4.948270766,5.688600063,,,0.32,,5.024648201,56.21300125,156000,71.57,1370,,130.604698,16.7,9019999.638,240,6.893204607,1.968566599,97.09310684,88.54872177,0.038461538,2.469285161,27,3.692224359,0.957016885,49.71709431,50.28290569,575987,8.5,85.14813232,33.94,163820,,8.483073684,14.52013879,5.33,3780,,7.926000118,66.06,0.985664199
Sweden,SWE,100,7.387493555,6.260587759,0.280561115,11,11.4,221662,3.538009127,9,108.5721291,2.701123235,10.94106293,9.1,82.01848,3.589999914,1.730000019,18.18000031,80.08999634,45.68306151,1.76,39.5330035,15,6.26941116,10.3896408,-0.171454534,68.69460607,54589.06039,1.950022846,7.640840054,0.802509964,43.44813688,,1.953535301,,64.38999939,407310,82.55853659,4580,1.032246092,126.6219452,2.2,,4920,0,0,99.82620051,99.28848273,0.00982053,0.5534191,5,24.98149812,1.16164516,49.94577617,50.05422383,10175214,2.5,104.1240463,12.569,447430,27.9091466,14.96694693,14.88202746,8.93,46350,89.1311984,6.360000134,87.431,1.488150675
Switzerland,CHE,100,38.21425381,10.07537701,0.432353942,9,10.3,1553,4.401991044,11,99.1869606,6.086723941,11.37997055,7.9,76.61632,5.730000019,3.029999971,20.45999908,76.51000214,66.15565527,1.52,45.55542119,9,3.047806611,4.539530668,-21.80547445,31.94222699,86388.40495,2.916905098,4.86093998,0.766107619,53.82097988,0.03,0.936335464,5.272124879,68.48000336,39516.03,83.75365854,4790,0.632561531,126.5434466,3.6,,2140,0,0,100,99.89987362,0.638259967,0.346784242,4,215.4651922,0.736633975,50.42712466,49.57287534,8514329,2.5,96.21008301,26.203,41290.39,9.559657519,9.665184261,9.665184261,11.53,46020,119.9766351,4.710000038,73.797,0.785417652
Syrian Arab Republic,SYR,86,75.81005282,25.3880085,5.025242329,17,23.685,4374,1.647087511,9,,,,5.373,41.47442,2.799999952,10.65999985,22.81999969,66.52999878,14.90545651,2.808,7.841153913,51,,,,2.843108425,1268.235849,1.475766476,,,35.71434611,0.01,,,44.09500122,183630,71.779,12770,,101.0895154,18.9,3075390048,3210,,,93.89346117,89.89132051,5.83238033,,26,92.27828786,-0.884869263,49.81421136,50.18578864,16945062,,,45.838,185180,,0.662806451,0.685302813,0.24,46320,50.61980262,8.755000114,54.162,0.344914737
Tajikistan,TJK,99.30000305,34.06369335,5.056560271,0.706626092,15,30.761,1100,0.80541954,9,,-4.889655548,7.2394805,4.856,55.38718,0.01,45.75999832,15.5,38.74000168,14.37547847,3.585,,5,1.952154117,19.54635513,2.844324817,3.039123856,853.2188734,7.599999387,5.5583601,0.542126298,41.47063294,0.12,,0.751223937,41.32500076,138790,70.879,5520,1.082302016,109.8800275,30.1,184229998.2,1980,0.107257239,0.320998625,80.41158991,96.42603249,1.087254125,28.11766226,12,65.57278622,2.453552417,49.58383544,50.41616456,9100847,,,72.866,141380,,22.27866109,22.27866109,3.28,15210,55.84611141,7.012000084,27.134,3.015336048
Tanzania,TZA,35.04802322,44.76179725,15.2404606,0.106038125,49,36.7,377046,0.205634733,7,181.1544602,-3.968740964,4.15363026,6.419,54.28952,2.75999999,65.66999817,6.429999828,27.89999962,14.73914343,4.892,1.529357877,179,21.90296259,7.240224272,1.704409774,52.70151276,1042.838756,5.444967601,3.696439981,0.386261076,17.90346655,1.66,3.494458489,7.866142936,83.87999725,885800,65.015,62650,1.055236597,77.24135223,36.8,1659419990,30340,0,11.00516102,58.52723439,30.10877427,2.427184466,0.724356453,644,63.57354256,2.97948066,50.05101091,49.94898909,56313444,24.2,68.70372772,66.224,947300,11.69508309,30.97032961,38.14557627,11.27,105380,32.64260998,2.20600009,33.776,5.143296284
Thailand,THA,99.81999969,43.27741784,32.90336472,1.165408831,62,10.344,1727179,3.714039204,9,112.4707868,5.610325153,3.8184948,7.666,79.51709,2.680000067,32.13999939,22.80999947,45.06000137,64.85646849,1.525,13.23520776,106,13.47979098,5.995588425,2.60285045,39.03971501,7296.879608,4.189585496,3.056770086,0.616861403,56.01963625,0.12,1.063897542,5.078622798,67.80000305,510890,76.931,84140,1.357573997,180.1826119,8.1,-447680018.4,19950,0.715489371,0,99.84851617,98.12521791,8.808158312,1.473730511,159,135.8970698,0.315406676,51.26870461,48.73129539,69428454,7.9,93.42047119,50.051,513120,14.92488976,12.50975812,18.80917209,8.3,416950,120.8761047,0.769999981,49.949,1.8262913
Timor-Leste,TLS,85.38140106,25.55480834,10.42367182,0.414200292,6,29.424,3200,0.504741813,9,144.8321759,-12.068316,7.61165237,5.995,39.69791,1.029999971,40.54000092,14.35000038,45.11000061,2.879915741,4.023,0.003233505,13,,,3.025846627,62.13180901,1249.138351,-0.687542477,6.830910206,0.453051895,59.53599783,0.11,2.29424307,12.36170536,67.32499695,14870,69.26,5280,0.762205693,115.8141255,38.8,172719999,260,15.27786498,18.41285967,82.12297612,54.61515807,5.043712172,6.081342224,2,85.27067922,1.968417772,49.45846724,50.54153276,1267975,23.3,103.8459091,69.422,14870,24.80563419,4.42304454,13.05746648,2.17,6190,62.41591357,4.730999947,30.578,3.172398847
Togo,TGO,50,70.2334988,48.72219158,0.355865123,13,33.113,24620,0.286471389,10,112.5385428,-2.599077185,6.08747768,8.446,55.26888,1.600000024,33.09999847,19.28000069,47.63000107,23.94347526,4.32,0.331546351,38,16.22514177,17.40325411,-2.54453891,22.34215849,901.5230169,4.9762131,4.043940067,0.420792758,32.74545893,0.56,0.928170504,2.790990547,57.98400116,54390,60.76,3450,1.963332431,77.88610174,46.8,145220000.8,1870,0,46.24330931,67.1947934,17.87316737,3.125574554,6.338607726,13,145.0467917,2.445903893,50.26804722,49.73195278,7889095,20.9,89.67256165,58.298,56790,12.70954333,21.79109259,27.62124271,2.46,8420,56.68893419,3.729000092,41.702,3.749240945
